Gene,Expression levels in AD samples (TPM),,,,,,,,,,,Expression levels in non-AD samples (TPM),,,,,,,,,,,,log2FoldChange,"Average abundance
log2(CPM)",Likelyhood ratio,P value,padj,Chromosome No,Location,
EDN1,11.256985,9.451064,4.80204,22.94982,26.015476,13.855009,13.053478,14.175397,14.444908625,6.93494773530904,,18.296579,9.576107,11.100081,6.173969,2.55212,11.917933,6.235929,6.622254,10.340877,6.288713,8.9104562,4.36663070243423,1.37309323623771,4.15401885261405,14.1228003701039,0.000171255361350685,0.0172562630923985,chr6,12290596,12297427
EEF1A2,142.038002,42.225105,40.186218,38.064557,110.133703,121.201304,168.386093,19.670718,85.2382125,56.6406911401466,,207.535679,269.808724,305.508759,422.560462,274.050266,156.624623,282.977524,241.319878,256.67482,160.97823,257.8038965,76.6482573243075,-1.19206591224896,7.62002088033685,13.9881826521885,0.000183963237035255,0.0180080147921542,chr20,62119366,62130505
EFNB3,22.873032,5.384272,8.380477,11.719883,20.104368,16.379805,44.965145,1.610096,16.42713475,13.6166299579629,,31.869766,45.745064,62.591179,73.944611,36.775208,34.17149,39.655766,46.237568,23.928167,34.355927,42.9274746,15.0906862900699,-1.07418273549227,5.89715649512712,11.7508786981559,0.000608145206264702,0.0339322626293737,chr17,7608520,7614696
EGR2,0.208178,0.27827,0.306854,0.484681,0.297767,0.08906,0.57748,0.17459,0.30211,0.16046601475969,,0.362875,1.434937,1.018835,2.037971,1.927628,1.361357,0.573119,0.806872,3.298694,0.827966,1.3650254,0.873345406429171,-1.77452605739869,0.771019660674181,16.5065403854995,4.84825455547551e-05,0.00948364628503719,chr10,64571756,64679660
EGR3,4.357861,1.506298,2.392853,3.050296,4.159146,9.126237,8.363548,0.381629,4.1672335,3.11779523863996,,6.77976,17.496453,10.806082,33.691104,25.088322,4.83582,8.410632,12.900038,25.054636,18.416304,16.3479151,9.35867650900687,-1.62863586833874,4.89315723105608,13.6989990989245,0.000214568811179773,0.0195742918041156,chr8,22545172,22550815
EGR4,0.878443,0.569181,0.409128,0.450053,0.911092,1.17859,1.043471,0.127673,0.695953875,0.361552863654399,,0.682376,1.797223,3.581187,2.402398,3.087501,1.686741,1.57523,3.658114,4.161423,0.88707,2.3519263,1.21663153264194,-1.35200211507324,1.29156791795713,10.7565067783341,0.00103913330905246,0.046116833979884,chr2,73518058,73520833
ELAVL2,15.173867,5.374229,4.026171,1.741578,7.337859,7.182913,14.604148,0.297999,6.9673455,5.46193128426002,,21.058346,12.227382,34.905518,55.761457,16.446457,13.255638,19.096119,12.503269,9.865171,25.970688,22.1090045,14.0301536297584,-1.3623687045893,5.00607825795466,12.0928056008289,0.000506167518575775,0.0309209928904289,chr9,23690102,23826335
ELAVL4,27.850536,7.111418,9.596561,3.357611,11.27363,20.755414,30.070527,0.968837,13.87306675,11.0385913347609,,40.858069,47.305198,65.264889,96.672209,39.703956,47.84362,46.996527,30.747919,28.303941,59.404671,50.3100999,19.8625162114933,-1.54771958713828,6.24111693988355,18.0308397138942,2.17355166465866e-05,0.00695401453208786,chr1,50513686,50669458
ELMOD1,24.332664,3.629664,4.731765,8.019124,19.017284,12.658091,42.150295,1.254878,14.474220625,13.7114701311703,,28.139666,64.732824,64.135853,90.905478,32.165312,28.044041,35.80293,25.885693,21.688693,42.405401,43.3905891,22.5427310776752,-1.30758971793592,5.58988900214264,11.6139780779794,0.000654579942832313,0.0350593743885453,chr11,107461817,107537505
ELN,8.471317,9.464072,18.966452,30.4215,4.600674,1.516734,6.488796,3.502193,10.42896725,9.66773340005146,,3.225579,6.538124,8.687684,7.625495,4.002979,4.3611,5.299042,5.996077,3.721047,1.829841,5.1286968,2.10846106052679,1.2687063524321,2.61602811482344,16.6620945515508,4.46646153610388e-05,0.00919750001192825,chr7,73442119,73484237
ELN,8.471317,9.464072,18.966452,30.4215,4.600674,1.516734,6.488796,3.502193,10.42896725,9.66773340005146,,3.225579,6.538124,8.687684,7.625495,4.002979,4.3611,5.299042,5.996077,3.721047,1.829841,5.1286968,2.10846106052679,1.2687063524321,2.61602811482344,16.6620945515508,4.46646153610388e-05,0.00919750001192825,JH159134.2,1557025,1599143
ELOVL4,11.753367,2.395191,4.115139,3.018477,4.877435,3.919686,7.780506,0.25462,4.764302625,3.54743222243965,,11.828118,25.4811,24.737343,34.383282,10.238345,8.606177,10.135795,8.578537,6.184896,11.044699,15.1218292,9.49908657393223,-1.33913524741382,4.14897256685335,17.3149925390152,3.16678467013458e-05,0.00785061388987029,chr6,80624529,80657297
EMILIN3,2.06759,0.995735,3.423809,2.733142,1.322414,1.33439,1.087775,2.017911,1.87284575,0.860492794579901,,1.088091,0.921605,2.191964,1.657486,0.761892,0.638477,1.104497,2.844016,0.662416,0.174255,1.2044699,0.805772170052284,1.3238826604609,2.07509578312238,11.0917468397733,0.00086712764546326,0.0412296989378161,chr20,39988606,39995467
EMP1,50.438293,13.323744,22.684541,59.291844,45.569657,6.000155,8.175324,10.534938,27.002312,21.4111861076673,,17.329235,14.6586,17.603141,4.534334,2.243511,15.225269,6.795765,13.404421,24.899341,16.87364,13.3567257,6.90399622101485,1.26732328160585,5.06947760662904,10.5569387316169,0.00115752739932182,0.0487720380180026,chr12,13349650,13369708
ENC1,117.093514,23.135088,34.351583,40.946952,43.872387,95.174535,150.26568,1.504507,63.29303075,51.57485835295,,196.113995,247.997862,307.840898,799.324479,262.540143,155.901039,172.699939,133.824983,177.054624,235.164382,268.8462344,193.931197531902,-1.7447039990672,9.11820806136887,15.7187515105422,7.34919848414335e-05,0.0114430901339,chr5,73923234,73937249
ENPP5,9.594236,4.118163,6.44009,8.158605,6.493787,5.10354,10.441426,0.269297,6.327393,3.25291728807613,,13.164657,17.859594,29.866712,28.246014,10.734618,24.704336,12.99183,11.217635,10.736922,12.91348,17.2435798,7.53450819345654,-1.10067829286507,4.49484391236237,15.4472603325873,8.48398384861322e-05,0.0122643827213849,chr6,46126924,46138708
EPHA4,15.029641,2.595954,4.838224,7.72558,3.138329,10.243127,9.687481,1.246969,6.813163125,4.69865526187147,,14.531694,28.360076,32.67159,60.754957,18.767993,13.247108,18.492848,11.122441,10.037919,19.099314,22.708594,15.1885204661264,-1.61245541293581,5.7010064029157,23.0750962583434,1.55795593697492e-06,0.00187713801606283,chr2,222282747,222438922
EPHA5,7.474334,1.528166,1.70351,1.127472,3.271711,1.163659,5.773179,0.209925,2.7814945,2.5610339897678,,9.548882,14.379523,22.616941,17.403426,10.381052,3.984737,9.96119,5.724002,7.297961,10.683157,11.1980871,5.59175476177691,-1.73408103261212,4.79003032790718,24.2340863905968,8.53090275560378e-07,0.00130566619499213,chr4,66185281,66536213
EQTN,0,0.203034,0.267447,0.240635,0.462562,0.0,0.225866,0.0,0.174943,0.165095009009098,,0,0.111784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111784,0.0353492045964262,4.08601062653976,-3.53417420382664,11.6225284733136,0.00065157763933182,0.0350077705291477,chr9,27284656,27297137
ERBB3,17.239342,45.782423,80.112757,26.812402,25.178454,7.06781,18.324907,11.167214,28.960663625,23.7992826176337,,12.96868,30.25665,17.261064,12.044939,7.010874,24.353546,26.697012,18.21261,15.787869,5.24673,16.9839974,8.20282398710581,1.11883530407683,6.01531544592378,11.5434722651943,0.000679875442798262,0.035847920344714,chr12,56473641,56497289
ESM1,0.642612,0.22699,0.203217,0.63772,0.21519,0.0,0.291685,0.249042,0.308307,0.22214594084263,,0.097001,0.182311,0.105737,0.194257,0.087258,0.109302,0.0,0.097055,0.087713,0.0,0.0960634,0.0632059692209174,2.11595681376202,-1.6617087490962,14.4930967642219,0.000140674113540885,0.0156145592897959,chr5,54273692,54318499
ESRRG,3.655343,0.800146,1.38059,1.110603,0.780701,0.652563,1.291709,0.134849,1.225813,1.0584572780888,,2.679723,3.72058,8.904931,5.244244,1.88957,1.442928,3.036944,1.853113,1.324924,2.141336,3.2238293,2.32242891776649,-1.09245420648753,2.77849575507895,12.2757146360773,0.000458890899058491,0.0290352320924953,chr1,216676588,217311097
EYA4,0.489261,1.235562,3.213126,1.330022,0.468983,0.241779,0.804853,0.106807,0.986299125,1.00103071941638,,0.427355,1.291892,0.50226,0.803839,0.202334,0.27289,0.241068,0.266026,0.094971,0.167624,0.4270259,0.366353987539511,1.3607653475738,1.03304087328293,10.9444383546476,0.000938850013395306,0.0432949001698394,chr6,133561736,133853258
FABP3,68.112591,39.662091,40.238639,44.328596,50.086299,81.921266,108.165675,11.5136,55.503594625,29.7693377259322,,195.030709,140.269377,159.845059,345.153321,196.232107,278.900899,163.906729,90.604265,138.389129,168.85003,187.7181625,73.8179680941994,-1.40211356422046,5.82433172222511,21.3741936551705,3.77822623649204e-06,0.00264144658699146,chr1,31838472,31849697
FADS6,2.00242,0.293155,0.591246,0.242034,0.911483,0.540937,1.946241,0.104379,0.828986875,0.749112540820219,,1.801423,3.317351,3.924288,4.971134,2.205138,0.950277,3.266009,2.5806,1.163317,1.486447,2.5665984,1.29711992148231,-1.31562057256421,1.06245299101351,11.3517698758684,0.000753761029430303,0.0383825037333829,chr17,72873428,72889708
FAM102B,14.069235,2.134726,5.770302,4.540111,2.698719,2.861433,7.782182,0.401085,5.032224125,4.3097446626846,,10.528242,12.146648,32.915099,28.911638,8.549391,9.644064,10.034098,9.091996,7.18747,6.533167,13.5541813,9.33513524886849,-1.01966468795651,4.96986329224469,13.8027333002727,0.000203040627659831,0.0190116817888871,chr1,109102711,109187522
FAM107B,38.736454,87.576527,212.610156,65.497061,47.887303,13.976133,32.984617,18.791208,64.757432375,64.4144222320478,,19.887945,62.803463,41.250442,18.171396,20.191313,66.645268,36.31468,34.063062,28.222618,13.235233,34.078542,18.4335149887197,1.30570961994799,6.38426190393173,13.2994668984043,0.000265481591369485,0.0221087603495038,chr10,14560556,14816896
FAM132B,1.852603,0.310674,0.999501,0.154698,0.42983,2.231835,1.691722,0.14817,0.977379125,0.841694656928413,,1.803412,5.686291,5.167657,5.531658,4.59814,2.302112,4.561672,2.719208,3.970353,3.139223,3.9479726,1.38601032002172,-1.73085692278387,1.54908264131089,19.8246433751014,8.48812524170912e-06,0.00448647186349509,chr2,239067623,239077541
FAM163B,3.783705,2.125922,0.882189,1.055036,2.42458,3.85939,3.64029,0.275168,2.255785,1.4202467894776,,4.278291,2.416144,13.0723,23.225426,13.491427,11.835894,7.959883,13.547807,3.037438,7.789959,10.0654569,6.32659318369114,-1.73898359232897,1.26322026770801,14.2879844182385,0.000156862987483114,0.0164553754610825,chr9,136444079,136451319
FAM19A1,4.609635,1.092811,2.420447,3.45146,2.018514,3.603206,2.701094,0.36888,2.533255875,1.38174327770842,,7.596524,22.113508,10.845713,42.682752,15.231932,4.409799,7.795501,4.274087,5.396931,12.127018,13.2473765,11.7280222135878,-2.02451506195797,3.2528818865447,27.7601678875185,1.37324550261606e-07,0.000432030664264694,chr3,68053359,68594776
FAM19A2,8.672768,2.295848,5.357048,4.039742,4.281572,3.122419,9.80375,0.424468,4.749701875,3.1487640355052,,7.276516,7.383698,27.052289,39.089847,13.025765,5.476476,11.096281,8.224453,7.014253,12.257941,13.7897519,10.8301270657485,-1.3054819719572,4.43644331983355,15.4064756312425,8.66907056358716e-05,0.0123346933905874,chr12,62102040,62672931
FAM3C,38.815024,14.219944,22.457032,22.762883,23.517861,18.060528,27.666237,4.110308,21.451227125,10.0827052924931,,45.170193,54.209435,75.598942,136.907864,57.261946,36.70744,44.754329,27.475525,35.019315,52.751989,56.5856978,31.290584838753,-1.08204495894733,5.88504611467175,20.160184739892,7.12200183557095e-06,0.00394759722492203,chr7,120988905,121036418
FAM3C2,9.507272,2.300261,6.199879,8.150637,4.258845,3.722864,3.148279,2.878898,5.020866875,2.64777973597025,,16.525961,7.725944,24.66297,40.148254,12.310116,17.305285,7.764815,11.987315,15.780741,23.508463,17.7719864,9.7250336589295,-1.41700117227159,2.3305614417922,18.6696242621268,1.55439128745545e-05,0.00586824161448766,chrX,23093875,23094884
FAM46A,1.898564,0.963027,1.221389,2.516654,1.477309,0.293544,1.020703,0.616078,1.2509085,0.710042733582584,,0.777819,0.928806,1.934418,0.671485,0.341798,0.98999,0.672952,0.838505,0.878586,0.380362,0.8414721,0.440863401398627,1.00268661863084,1.91578926117451,11.5838896325606,0.000665256449802701,0.0353072235200348,chr6,82201156,82462491
FAM49A,35.817441,11.910888,15.807294,22.400453,18.382681,18.189942,35.273454,1.881051,19.9579005,11.3792963168536,,39.762764,55.581883,78.156372,108.140449,46.568293,35.135965,41.107074,33.89168,41.084182,40.249423,51.9678085,23.6083145143204,-1.0860549764814,6.66729370162211,18.1419353421428,2.05035910236897e-05,0.00672594916033066,chr2,16730727,16847599
FAM81A,17.844135,4.977741,10.080165,7.614672,6.620473,8.403194,14.704935,1.160855,8.92577125,5.31111914528806,,16.729725,35.711334,40.824971,46.983587,16.417119,13.468373,23.970229,16.373002,10.030447,15.662799,23.6171586,12.8716573035617,-1.10644612790535,4.96442140111152,17.2942279809941,3.2015787749895e-05,0.00788270454125566,chr15,59664892,59815748
FAM81B,1.703583,3.293831,3.17568,20.233205,2.411237,0.395012,1.293006,0.084096,4.07370625,6.63440620490881,,0.225549,4.397915,0.439305,0.290332,0.171556,1.184901,0.390012,1.033475,0.134563,0.126018,0.8393626,1.30435612140782,2.28794961460333,0.570296857282229,14.8207995976139,0.000118224369857188,0.0143054013688947,chr5,94727048,94786158
FAM84B,6.404675,4.592059,10.945975,10.968379,4.559917,1.671077,3.295889,1.287364,5.465666875,3.76722692538138,,2.350636,4.930416,5.359318,3.162101,1.153887,3.616425,2.13886,3.794457,1.989815,1.176146,2.9672061,1.46203197485512,1.20037297585091,3.74757392030333,22.5178642749612,2.08198382953504e-06,0.00196501103804566,chr8,127564687,127570638
FAXC,4.193173,1.246615,1.491648,1.340917,2.470492,2.654215,4.779693,0.23426,2.301376625,1.55092953106534,,5.4352,5.823482,9.733043,13.303895,5.905669,3.765709,6.025948,4.412785,4.09073,6.438424,6.4934885,2.91653804974937,-1.1697268082901,4.97804060232488,14.9443004818049,0.00011073205564061,0.0139658030709846,chr6,99719045,99797938
FBLIM1,3.071493,1.829515,1.475158,4.30019,4.376978,0.821415,1.386373,2.9111,2.52152775,1.35294885939753,,1.438077,1.474398,1.892541,1.404737,1.840754,1.614276,1.8065,2.036891,1.177093,2.088621,1.6773888,0.300942156382178,1.37432389673054,2.05135103510039,11.7380940262086,0.000612337007795392,0.034029472438121,chr1,16083102,16113089
FCER2,0,0.051023,0.0,0.0,0.0,0.0,0.0,0.0,0.006377875,0.0180393546482406,,0.256644,0.0,0.073113,3.389241,0.342911,7.01859,0.0,0.121331,0.275383,0.099924,1.1577137,2.30057701587996,-5.70636514316127,-0.869535683231975,18.5561618072335,1.64971082620751e-05,0.00602132697019657,chr19,7753644,7767032
FER1L6-AS2,0.657966,0.14382,0.069549,0.064587,0.479427,0.118604,0.399058,0.025931,0.24486775,0.235058392403584,,1.420739,0.748953,1.035591,2.158704,1.053674,0.906192,1.13139,0.391757,1.337547,0.388204,1.0572751,0.520495410540221,-1.80204221462253,-0.410261385732455,15.1519603030927,9.91952694059046e-05,0.0130342323284792,chr8,125058314,125183763
FGF12,23.84019,7.065232,8.221463,3.622345,14.141208,11.026136,24.990952,1.322456,11.77874775,8.75802343708962,,28.849119,29.288618,48.471421,60.023512,30.977116,18.183158,29.954811,25.023678,21.798292,32.923394,32.5493119,12.5636951667404,-1.16351595570599,6.19470294123127,13.1448184926771,0.000288315444165317,0.0231266768111987,chr3,191857184,192485553
FGF12-AS3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.618859,0.0,0.611818,0.719874,0.439768,0.171941,0.075822,0.0,0.0,0.0,0.2638082,0.29968264992555,-4.67905588856169,-4.14310226510574,11.8184298054718,0.000586472978732229,0.0334616156871739,chr3,192234620,192239187
FGF13,36.745348,9.174453,16.030229,15.40525,21.003386,12.262015,38.080808,2.780605,18.93526175,12.5908526543295,,40.273504,115.669122,72.850141,61.844512,39.746784,20.020352,48.710953,44.07213,42.340154,38.260606,52.3788258,26.3524555565555,-1.17306903481393,5.85649401671384,19.6385776396929,9.35609403158591e-06,0.00481660226286071,chrX,137713735,138304939
FGF14-AS2,6.372773,4.859507,9.708631,12.284788,2.746084,1.569862,3.339501,2.107421,5.373570875,3.85444824172278,,1.70338,5.060954,4.936148,2.280215,1.857614,2.479861,3.38302,2.129611,2.874032,0.497951,2.7202786,1.42083944444154,1.36010999073053,1.44443498061743,16.5081905454723,4.84403692643684e-05,0.00948364628503719,chr13,103046980,103048053
FGF9,2.132775,0.50753,0.663504,0.77238,0.869229,1.622434,1.268984,0.132354,0.99614875,0.645900786200116,,2.081597,3.102184,3.699542,7.529642,2.208495,1.97167,3.24033,1.305434,1.210803,2.517337,2.8867034,1.81903529896837,-1.11970798025044,2.33242101398847,10.6643124394581,0.0010922244454412,0.0473595544570365,chr13,22245522,22278637
FIGN,3.74677,2.127823,3.231573,3.42922,2.321461,1.212905,2.433037,0.327988,2.353847125,1.15457627336061,,1.776269,1.183847,3.233778,2.545432,0.447174,1.675639,0.963258,1.482169,0.968012,0.839536,1.5115114,0.844642716546825,1.0062857127306,3.45084115760485,17.5919059947545,2.73751012581207e-05,0.00752536218032094,chr2,164449906,164592522
FLJ20373,0.50213,0.227871,0.551427,0.966193,0.143844,9.512405,0.225789,0.238754,1.546051625,3.23008136755531,,0.168601,2.071429,0.594653,0.574868,0.171823,0.097287,0.534101,0.408136,0.364155,0.117266,0.5102319,0.580914111501567,2.58495747520981,0.868652885258159,13.1980249069328,0.000280244305265373,0.0229003676231931,chr2,102508955,102511150
FLNC,3.073799,4.624369,7.246021,15.449601,3.714987,0.452502,1.715209,1.047487,4.665496875,4.86882486564335,,0.861985,2.118486,1.808101,0.975078,0.881398,6.051729,1.904166,3.066715,1.258152,0.337054,1.9262864,1.64899436294106,1.49516664294694,4.17011924098759,11.8571963148844,0.00057438953641051,0.0330224416826302,chr7,128470431,128499328
FMO2,2.464252,2.117667,2.216809,2.565111,0.873658,0.559473,0.859782,0.422982,1.50996675,0.910691929789926,,1.104906,0.64718,1.870342,0.969085,0.188999,0.91062,0.470885,0.958877,0.781497,0.239705,0.8142096,0.485559776259708,1.37385300848712,1.77241676877664,19.3569091018361,1.08426235706042e-05,0.0052034485608453,chr1,171154347,171181822
FOXJ1,1.57707,3.295508,4.70298,16.371065,0.507257,0.463348,2.43332,0.072355,3.677862875,5.36739086336237,,0.541873,5.516129,0.43227,1.311292,0.276241,0.606248,0.616537,1.41907,0.556827,0.055796,1.1332283,1.59640145751917,1.9398125372218,1.76226857097345,10.4720634401854,0.00121193277085368,0.0497601067106712,chr17,74132414,74137380
FOXN2,6.464016,6.889679,22.259926,8.022372,5.138301,2.066539,4.431088,1.341351,7.076659,6.55294482066734,,3.310211,5.544338,8.097525,6.127169,2.011729,5.113158,3.249073,4.276335,3.412278,2.111992,4.3253808,1.91076503597008,1.04395912076474,4.19900356303219,15.0094819141799,0.000106972343709951,0.0137052869953639,chr2,48541776,48606433
FOXQ1,3.086383,2.207943,1.808207,2.832085,0.592139,1.086216,2.222324,2.028652,1.982993625,0.829597774634007,,1.68097,0.713465,0.862615,2.083692,1.36237,0.954953,0.816969,1.088707,1.256867,1.160563,1.1981171,0.423353443573111,1.27459512049288,1.4686919222215,11.1847631558833,0.000824717828707237,0.0401918639602944,chr6,1312675,1314992
FRMD4B,7.729024,13.827471,31.236026,9.661382,8.541923,3.160946,7.884795,2.167713,10.52616,9.12917641334213,,5.455294,8.520031,7.331301,3.906031,3.128863,15.124966,7.556875,6.490376,7.164952,1.870511,6.65492,3.66814637496182,1.09810920743755,4.49315555588589,11.6071332706015,0.000656993429570492,0.0350960161429505,chr3,69219141,69591734
FRMPD2P1,1.406802,1.235212,2.056887,3.915141,2.338866,4.352686,2.334397,0.334194,2.246773125,1.34468809420182,,5.321129,4.99693,5.955005,24.896927,11.069374,10.206498,4.057869,2.662409,3.302826,7.425571,7.9894538,6.55400802369723,-1.46221674169759,1.64888210699143,11.399442527915,0.000734661488443467,0.0378790778111834,chr10,48844036,48868504
FRMPD2P1,1.406802,1.235212,2.056887,3.915141,2.338866,4.352686,2.334397,0.334194,2.246773125,1.34468809420182,,5.321129,4.99693,5.955005,24.896927,11.069374,10.206498,4.057869,2.662409,3.302826,7.425571,7.9894538,6.55400802369723,-1.46221674169759,1.64888210699143,11.399442527915,0.000734661488443467,0.0378790778111834,JH591181.2,1141973,1166441
